record_id,employee_id,employee_name,campus,department,pay_period_end,hours_worked,hourly_rate,calculated_pay,pay_status,submitted_date,approved_date,supervisor_id
TS-001693,EMP-1115,Employee 1994,Campus E,IT Services,2026-02-15,36.9,29.97,1105.89,Rejected,2026-02-15,2026-02-18,SUP-036
TS-000416,EMP-1583,Employee 1213,Campus D,Registrar,2026-06-24,7.19,23.82,171.27,Approved,2026-06-26,2026-06-29,SUP-017
TS-001018,EMP-1433,Employee 1351,Campus D,Admissions,2026-03-02,23.96,12.42,297.58,Approved,2026-03-03,2026-03-04,SUP-001
TS-001064,EMP-1371,Employee 1475,Campus C,Career Services,2026-03-30,31.17,18.26,569.16,Processing,2026-04-02,2026-04-04,SUP-039
TS-002095,EMP-1635,Employee 1285,Campus D,Registrar,2026-03-03,9.67,20.05,193.88,Processing,2026-03-03,2026-03-08,SUP-021
TS-001884,EMP-1220,Employee 1241,Campus C,Registrar,2026-06-07,18.72,8.38,156.87,Processing,2026-06-07,2026-06-08,SUP-019
TS-000327,EMP-1317,Employee 1728,Campus E,Financial Aid,2026-02-21,28.86,22.87,660.03,Pending,2026-02-22,2026-02-27,SUP-012
TS-000992,EMP-1294,Employee 1147,Campus E,Student Success,2026-02-04,12.73,14.32,182.29,Approved,2026-02-05,2026-02-07,SUP-032
TS-001591,EMP-1031,Employee 1956,Campus A,Library,2026-04-14,4.1,22.73,93.19,Rejected,2026-04-15,2026-04-18,SUP-012
TS-001075,EMP-1350,Employee 1385,Campus C,Registrar,2026-01-24,22.88,18.25,417.56,Pending,2026-01-25,2026-01-29,SUP-025
TS-001159,EMP-1718,Employee 1871,Campus B,IT Services,2026-02-07,15.2,18.82,286.06,Processing,2026-02-07,2026-02-10,SUP-031
TS-000967,EMP-1465,Employee 1378,Campus A,Admissions,2026-06-16,8.56,11.56,98.95,Pending,2026-06-19,2026-06-23,SUP-039
TS-001662,EMP-1694,Employee 1254,Campus B,Facilities,2026-03-24,9.23,,,Rejected,2026-03-27,2026-03-29,SUP-038
TS-001106,EMP-1692,Employee 1222,Campus C,Student Success,2026-01-21,33.66,21.86,198.31,Pending,2026-01-22,2026-01-25,SUP-009
TS-002355,EMP-1161,Employee 1296,Campus B,Registrar,2026-05-07,5.03,18.05,90.79,Pending,2026-05-08,2026-05-11,SUP-030
TS-001356,EMP-1686,Employee 1843,Campus D,Career Services,2026-05-09,5.05,7.34,37.07,Pending,2026-05-09,2026-05-14,SUP-015
TS-001182,EMP-1031,Employee 1559,Campus C,IT Services,2026-06-26,31.11,8.8,273.77,Rejected,2026-06-26,2026-06-23,SUP-024
TS-002184,EMP-1229,Employee 1051,Campus C,Facilities,2026-06-04,7.47,16.59,123.93,Pending,2026-06-07,2026-06-09,SUP-001
TS-002118,EMP-1703,Employee 1759,Campus C,Facilities,2026-02-09,22.26,23.36,519.99,Rejected,2026-02-09,2026-02-14,SUP-021
TS-000428,EMP-1363,Employee 1479,Campus A,Library,2026-05-23,31.98,8.58,274.39,Rejected,2026-05-26,2026-05-29,SUP-034
TS-002126,EMP-1304,Employee 1457,Campus B,Registrar,2026-02-18,26.2,9.31,243.92,Pending,2026-02-20,2026-02-22,SUP-011
TS-000850,EMP-1206,Employee 1951,Campus E,Admissions,2026-04-29,14.87,21.25,315.99,Rejected,2026-05-02,2026-05-03,SUP-020
TS-000822,EMP-1098,Employee 1670,Campus B,Facilities,2026-04-24,35.99,12.02,432.6,Pending,2026-04-27,2026-04-30,SUP-001
TS-002435,EMP-1721,Employee 1824,Campus B,Student Success,2026-02-16,37.78,12.27,463.56,Pending,2026-02-18,2026-02-21,SUP-032
TS-002240,EMP-1545,Employee 1993,Campus B,Student Success,2026-05-02,11.35,26.71,303.16,Approved,2026-05-02,2026-05-07,SUP-037
TS-002211,EMP-1600,Employee 1329,Campus B,Library,2026-01-24,27.99,23.39,654.69,Pending,2026-01-27,2026-01-30,SUP-014
TS-001469,EMP-1087,Employee 1590,Campus B,Career Services,2026-03-01,13.15,24.55,322.83,Approved,2026-03-01,2026-03-04,SUP-036
TS-001273,EMP-1486,Employee 1786,Campus B,Library,2026-01-12,14.31,28.87,413.13,Pending,2026-01-12,2026-01-14,SUP-023
TS-000191,EMP-1286,Employee 1108,Campus A,Career Services,2026-03-08,30.13,19.94,600.79,Pending,2026-03-09,2026-03-14,SUP-029
TS-002132,EMP-1488,Employee 1147,Campus D,Student Success,2026-06-18,16.6,16.36,271.58,Processing,2026-06-18,2026-06-21,SUP-004
TS-001848,EMP-1530,Employee 1405,Campus C,IT Services,2026-05-20,16.64,20.27,337.29,Processing,2026-05-23,2026-05-27,SUP-020
TS-000071,EMP-1579,Employee 1797,Campus B,Career Services,2026-05-11,20.89,27.86,582.0,Rejected,2026-05-11,2026-05-16,SUP-023
TS-000985,EMP-1134,Employee 1990,Campus A,IT Services,2026-03-19,22.99,22.7,521.87,Rejected,2026-03-21,2026-03-23,SUP-038
TS-002351,EMP-1247,Employee 1181,Campus D,Registrar,2026-04-05,34.04,13.34,454.09,Processing,2026-04-07,2026-04-12,SUP-011
TS-000154,EMP-1684,Employee 1068,Campus A,Admissions,2026-04-25,29.88,16.4,490.03,Pending,2026-04-25,2026-04-27,SUP-035
TS-002080,EMP-1646,Employee 1211,Campus B,Student Success,2026-01-18,9.12,19.73,179.94,Processing,2026-01-19,2026-01-22,SUP-031
TS-000511,EMP-1164,Employee 1080,Campus E,Career Services,2026-03-04,27.68,19.52,540.31,Rejected,2026-03-07,2026-03-08,SUP-040
TS-000251,EMP-1050,Employee 1367,Campus D,Student Success,2026-03-30,11.55,7.84,90.55,Pending,2026-04-01,2026-04-05,SUP-002
TS-002250,EMP-1650,Employee 1424,Campus E,Admissions,2026-04-12,29.47,7.89,232.52,Processing,2026-04-15,2026-04-18,SUP-001
TS-000267,EMP-1435,Employee 1243,Campus A,Admissions,2026-04-11,3.13,7.34,22.97,Approved,2026-04-14,2026-04-16,SUP-019
TS-001209,EMP-1541,Employee 1649,Campus A,Financial Aid,2026-02-11,1.46,18.19,26.56,Rejected,2026-02-14,2026-02-17,SUP-013
TS-001479,EMP-1440,Employee 1109,Campus C,Financial Aid,2026-04-25,29.25,25.12,734.76,Rejected,2026-04-26,2026-04-28,SUP-021
TS-002308,EMP-1561,Employee 1273,Campus C,Registrar,2026-05-12,17.07,18.01,307.43,Rejected,2026-05-14,2026-05-17,SUP-002
TS-000087,EMP-1699,Employee 1781,Campus B,IT Services,2026-04-26,4.58,27.96,128.06,Processing,2026-04-27,2026-05-01,SUP-023
TS-000370,EMP-1673,Employee 1808,Campus D,Library,2026-05-31,6.22,18.1,112.58,Pending,2026-05-31,2026-06-04,SUP-006
TS-001391,EMP-1149,Employee 1501,Campus E,Career Services,2026-05-02,13.21,10.43,54.67,Approved,2026-05-05,2026-05-09,SUP-024
TS-000057,EMP-1583,Employee 1261,Campus C,Facilities,2026-06-25,4.56,9.19,41.91,Processing,2026-06-28,2026-06-29,SUP-007
TS-002394,EMP-1712,Employee 1821,Campus A,Financial Aid,2026-04-06,37.5,15.14,195.78,Approved,2026-04-06,2026-04-07,SUP-021
TS-001115,EMP-1322,Employee 1431,Campus D,IT Services,2026-05-28,2.11,18.9,39.88,Rejected,2026-05-31,2026-06-05,SUP-039
TS-000915,EMP-1073,Employee 1184,Campus A,Registrar,2026-04-21,13.82,14.47,199.98,Processing,2026-04-22,2026-04-26,SUP-014
TS-001306,EMP-1070,Employee 1519,Campus A,Career Services,2026-02-15,6.61,19.58,129.42,Pending,2026-02-16,2026-02-19,SUP-008
TS-001086,EMP-1298,Employee 1426,Campus B,Facilities,2026-05-01,13.16,11.52,151.6,Approved,2026-05-01,2026-05-02,SUP-035
TS-001128,EMP-1760,Employee 1007,Campus C,IT Services,2026-02-20,2.89,13.66,39.48,Approved,2026-02-23,2026-02-27,SUP-032
TS-000869,EMP-1240,Employee 1644,Campus A,Registrar,2026-01-18,21.43,28.92,619.76,Approved,2026-01-21,2026-01-25,SUP-011
TS-001949,EMP-1442,Employee 1121,Campus C,IT Services,2026-06-29,11.14,26.53,295.54,Pending,2026-07-02,2026-07-04,SUP-003
TS-001761,EMP-1273,Employee 1682,Campus B,Facilities,2026-04-23,14.94,29.14,435.35,Approved,2026-04-25,2026-04-30,SUP-011
TS-001142,EMP-1208,Employee 1425,Campus A,IT Services,2026-05-23,15.64,19.48,304.67,Processing,2026-05-26,2026-05-28,SUP-039
TS-000983,EMP-1572,Employee 1141,Campus C,IT Services,2026-05-09,28.81,10.5,302.5,Pending,2026-05-10,2026-05-11,SUP-028
TS-000062,EMP-1189,Employee 1006,Campus B,Facilities,2026-05-25,6.53,21.65,141.37,Approved,2026-05-28,2026-05-29,SUP-006
TS-001640,EMP-1795,Employee 1334,Campus E,Library,2026-04-10,9.27,7.87,72.95,Approved,2026-04-12,2026-04-14,SUP-010
TS-000683,EMP-1294,Employee 1813,Campus C,Admissions,2026-04-24,28.99,19.02,551.39,Approved,2026-04-25,2026-04-26,SUP-006
TS-000748,EMP-1581,Employee 1916,Campus B,Student Success,2026-03-02,12.93,27.47,355.19,Pending,2026-03-05,2026-03-07,SUP-024
TS-000271,EMP-1232,Employee 1683,Campus A,Career Services,2026-06-21,17.15,24.46,419.49,Pending,2026-06-23,2026-06-28,SUP-036
TS-000620,EMP-1328,Employee 1151,Campus B,Facilities,2026-06-25,17.0,26.82,455.94,Approved,2026-06-27,2026-07-01,SUP-014
TS-001557,EMP-1681,Employee 1795,Campus C,Registrar,2026-05-19,23.92,,,Rejected,2026-05-20,2026-05-22,SUP-003
TS-002088,EMP-1464,Employee 1855,Campus D,Library,2026-06-16,24.66,5.03,124.04,Approved,2026-06-19,2026-06-23,SUP-028
TS-000910,EMP-1222,Employee 1590,Campus C,Library,2026-01-23,28.72,17.73,509.21,Processing,2026-01-23,2026-01-25,SUP-017
TS-000508,EMP-1782,Employee 1618,Campus D,Facilities,2026-04-27,32.98,16.0,527.68,Pending,2026-04-30,2026-05-05,SUP-012
TS-000664,EMP-1070,Employee 1080,Campus E,IT Services,2026-06-22,21.84,7.38,161.18,Approved,2026-06-22,2026-06-26,SUP-001
TS-000014,EMP-1503,Employee 1298,Campus A,Financial Aid,2026-03-15,3.78,12.56,47.48,Rejected,2026-03-17,2026-03-21,SUP-038
TS-001643,EMP-1093,Employee 1129,Campus C,Career Services,2026-03-29,38.16,10.86,414.42,Approved,2026-03-31,2026-04-03,SUP-015
TS-001085,EMP-1712,Employee 1257,Campus D,Student Success,2026-02-23,7.41,23.52,174.28,Processing,2026-02-25,2026-02-27,SUP-001
TS-000294,EMP-1491,Employee 1474,Campus A,Student Success,2026-01-14,35.69,18.64,665.26,Processing,2026-01-14,2026-01-18,SUP-034
TS-001853,EMP-1339,Employee 1358,Campus A,Facilities,2026-05-16,17.13,11.94,204.53,Rejected,2026-05-17,2026-05-21,SUP-016
TS-000637,EMP-1672,Employee 1268,Campus B,Admissions,2026-04-13,11.15,9.28,103.47,Rejected,2026-04-16,2026-04-21,SUP-011
TS-002377,EMP-1560,Employee 1927,Campus D,Admissions,2026-02-11,4.59,10.26,47.09,Processing,2026-02-11,2026-02-14,SUP-020
TS-000717,EMP-1695,Employee 1487,Campus A,Admissions,2026-06-22,22.68,23.1,523.91,Processing,2026-06-23,2026-06-27,SUP-026
TS-000742,EMP-1627,Employee 1022,Campus B,IT Services,2026-01-26,15.78,25.16,397.02,Approved,2026-01-26,2026-01-28,SUP-022
TS-002324,EMP-1016,Employee 1758,Campus A,Career Services,2026-05-02,3.81,10.66,40.61,Rejected,2026-05-05,2026-05-10,SUP-018
TS-000525,EMP-1712,Employee 1133,Campus D,Facilities,2026-01-29,12.49,22.28,87.78,Approved,2026-01-30,2026-02-02,SUP-030
TS-000021,EMP-1175,Employee 1322,Campus C,Library,2026-01-30,33.17,7.28,241.48,Processing,2026-02-02,2026-01-24,SUP-027
TS-001605,EMP-1706,Employee 1131,Campus C,Career Services,2026-01-22,1.99,28.47,56.66,Approved,2026-01-25,2026-01-28,SUP-003
TS-002403,EMP-1286,Employee 1580,Campus A,IT Services,2026-04-02,24.7,19.61,484.37,Approved,2026-04-03,2026-04-08,SUP-025
TS-001638,EMP-1190,Employee 1198,Campus C,Library,2026-04-08,32.41,5.46,176.96,Rejected,2026-04-08,2026-04-09,SUP-009
TS-001567,EMP-1253,Employee 1869,Campus B,Career Services,2026-01-21,15.81,12.23,193.36,Processing,2026-01-22,2026-01-23,SUP-016
TS-001544,EMP-1478,Employee 1488,Campus E,Facilities,2026-04-15,10.12,15.77,159.59,Approved,2026-04-15,2026-04-17,SUP-004
TS-001294,EMP-1296,Employee 1181,Campus B,IT Services,2026-06-23,5.33,28.52,152.01,Pending,2026-06-26,2026-06-28,SUP-021
TS-002149,EMP-1361,Employee 1566,Campus A,Library,2026-06-18,21.26,25.82,548.93,Approved,2026-06-20,2026-06-21,SUP-004
TS-001970,EMP-1642,Employee 1661,Campus C,Library,2026-02-01,2.65,8.59,22.76,Rejected,2026-02-02,2026-02-06,SUP-035
TS-000239,EMP-1537,Employee 1984,Campus A,Facilities,2026-03-13,36.93,27.66,1021.48,Processing,2026-03-13,2026-03-14,SUP-024
TS-000219,EMP-1779,Employee 1234,Campus D,Career Services,2026-01-27,15.33,14.06,215.54,Processing,2026-01-27,2026-01-30,SUP-009
TS-000503,EMP-1325,Employee 1311,Campus D,Library,2026-01-23,39.47,16.45,649.28,Pending,2026-01-23,2026-01-28,SUP-019
TS-000698,EMP-1541,Employee 1145,Campus E,Registrar,2026-01-13,9.41,25.89,243.62,Processing,2026-01-15,2026-01-18,SUP-001
TS-001940,EMP-1657,Employee 1812,Campus A,IT Services,2026-05-08,36.13,14.16,511.6,Rejected,2026-05-10,2026-05-14,SUP-021
TS-002338,EMP-1034,Employee 1131,Campus C,Student Success,2026-01-14,26.42,7.3,192.87,Processing,2026-01-17,2026-01-22,SUP-038
TS-002252,EMP-1241,Employee 1294,Campus A,Admissions,2026-06-13,29.39,10.26,301.54,Processing,2026-06-16,2026-06-19,SUP-018
TS-001089,EMP-1776,Employee 1554,Campus B,Career Services,2026-06-01,29.5,13.62,401.79,Rejected,2026-06-02,2026-06-03,SUP-037
TS-000589,EMP-1279,Employee 1348,Campus B,Career Services,2026-02-25,9.62,11.54,111.01,Approved,2026-02-26,2026-03-03,SUP-027
TS-000689,EMP-1548,Employee 1606,Campus C,Financial Aid,2026-03-19,5.31,8.61,45.72,Rejected,2026-03-22,2026-03-27,SUP-017
TS-001139,EMP-1641,Employee 1842,Campus D,Facilities,2026-04-29,21.76,11.12,241.97,Processing,2026-05-02,2026-05-04,SUP-017
TS-000876,EMP-1581,Employee 1748,Campus C,Facilities,2026-03-07,26.64,27.0,719.28,Approved,2026-03-07,2026-03-12,SUP-025
TS-002386,EMP-1341,Employee 1796,Campus E,IT Services,2026-02-07,25.89,9.22,238.71,Pending,2026-02-08,2026-02-12,SUP-025
TS-001088,EMP-1149,Employee 1014,Campus B,IT Services,2026-03-14,29.44,15.61,459.56,Processing,2026-03-17,2026-03-22,SUP-017
TS-000520,EMP-1564,Employee 1148,Campus E,Registrar,2026-01-04,15.9,14.43,229.44,Approved,2026-01-06,2026-01-10,SUP-007
TS-000543,EMP-1684,Employee 1146,Campus C,Student Success,2026-04-16,24.81,8.11,201.21,Pending,2026-04-17,2026-04-19,SUP-032
TS-001926,EMP-1786,Employee 1198,Campus E,IT Services,2026-01-29,10.46,26.33,275.41,Rejected,2026-02-01,2026-02-05,SUP-014
TS-001765,EMP-1194,Employee 1682,Campus A,Admissions,2026-01-03,38.34,21.4,820.48,Rejected,2026-01-06,2026-01-09,SUP-001
TS-000784,EMP-1642,Employee 1284,Campus C,Admissions,2026-05-14,30.27,12.46,377.16,Rejected,2026-05-17,2026-05-20,SUP-022
TS-001609,EMP-1129,Employee 1634,Campus D,Facilities,2026-05-08,18.51,21.75,402.59,Processing,2026-05-09,2026-05-13,SUP-019
TS-000068,EMP-1501,Employee 1853,Campus C,Career Services,2026-04-12,1.73,28.21,48.8,Rejected,2026-04-12,2026-04-16,SUP-037
TS-000100,EMP-1410,Employee 1081,Campus C,IT Services,2026-03-20,28.99,11.04,320.05,Processing,2026-03-23,2026-03-28,SUP-023
TS-001710,EMP-1753,Employee 1919,Campus D,Library,2026-01-04,24.66,16.05,395.79,Pending,2026-01-04,2026-01-05,SUP-003
TS-001466,EMP-1304,Employee 1680,Campus B,IT Services,2026-04-08,14.26,16.62,237.0,Approved,2026-04-09,2026-04-12,SUP-034
TS-000988,EMP-1028,Employee 1729,Campus C,Student Success,2026-04-01,17.4,16.58,288.49,Approved,2026-04-04,2026-04-08,SUP-036
TS-000497,EMP-1749,Employee 1588,Campus B,Career Services,2026-04-14,22.69,8.86,201.03,Rejected,2026-04-14,2026-04-17,SUP-035
TS-002281,EMP-1187,Employee 1276,Campus B,Admissions,2026-03-01,36.54,20.91,764.05,Pending,2026-03-01,2026-03-04,SUP-022
TS-001036,EMP-1123,Employee 1333,Campus E,Library,2026-06-24,26.03,27.18,707.5,Pending,2026-06-27,2026-06-28,SUP-002
TS-002474,EMP-1264,Employee 1388,Campus C,Financial Aid,2026-04-28,5.96,9.26,55.19,Approved,2026-04-29,2026-05-01,SUP-017
TS-000186,EMP-1326,Employee 1991,Campus C,IT Services,2026-06-27,31.5,14.66,461.79,Rejected,2026-06-30,2026-07-05,SUP-026
TS-000626,EMP-1249,Employee 1754,Campus D,Financial Aid,2026-04-19,5.17,12.12,62.66,Rejected,2026-04-20,2026-04-22,SUP-029
TS-001227,EMP-1188,Employee 1110,Campus E,Career Services,2026-05-28,38.7,12.68,490.72,Processing,2026-05-28,2026-05-29,SUP-026
TS-000288,EMP-1323,Employee 1007,Campus E,Library,2026-05-24,27.69,18.21,504.23,Rejected,2026-05-26,2026-05-29,SUP-018
TS-002382,EMP-1608,Employee 1068,Campus D,IT Services,2026-03-30,39.94,11.24,448.93,Processing,2026-04-01,2026-04-03,SUP-020
TS-000662,EMP-1032,Employee 1116,Campus D,Facilities,2026-02-16,4.25,27.2,115.6,Rejected,2026-02-19,2026-02-20,SUP-021
TS-002495,EMP-1130,Employee 1437,Campus D,Career Services,2026-05-11,16.53,27.68,457.55,Pending,2026-05-14,2026-05-18,SUP-027
TS-001803,EMP-1191,Employee 1504,Campus E,Career Services,2026-06-09,25.94,23.73,615.56,Approved,2026-06-12,2026-06-14,SUP-039
TS-001102,EMP-1129,Employee 1739,Campus C,Admissions,2026-06-20,33.67,22.48,756.9,Approved,2026-06-23,2026-06-27,SUP-013
TS-000897,EMP-1503,Employee 1761,Campus B,IT Services,2026-05-01,18.31,21.92,401.36,Approved,2026-05-04,2026-05-07,SUP-019
TS-000699,EMP-1438,Employee 1560,Campus C,Career Services,2026-01-12,23.35,20.12,157.44,Rejected,2026-01-15,2026-01-19,SUP-025
TS-000391,EMP-1748,Employee 1627,Campus C,Facilities,2026-05-21,11.51,29.06,71.7,Rejected,2026-05-23,2026-05-25,SUP-024
TS-000268,EMP-1437,Employee 1640,Campus E,Student Success,2026-02-21,9.07,21.77,197.45,Approved,2026-02-21,2026-02-22,SUP-031
TS-001341,EMP-1256,Employee 1837,,Library,2026-04-29,23.11,27.37,632.52,Rejected,2026-04-29,2026-05-01,SUP-014
TS-000705,EMP-1389,Employee 1503,Campus A,Library,2026-04-22,1.94,19.26,37.36,Processing,2026-04-23,2026-04-27,SUP-017
TS-002447,EMP-1168,Employee 1129,Campus D,IT Services,2026-05-20,39.72,12.08,479.82,Processing,2026-05-21,2026-05-23,SUP-037
TS-000817,EMP-1566,Employee 1835,Campus C,Financial Aid,2026-05-08,24.46,10.57,258.54,Approved,2026-05-11,2026-05-13,SUP-039
TS-000005,EMP-1507,Employee 1249,Campus C,Library,2026-05-02,39.87,19.77,788.23,Rejected,2026-05-04,2026-05-08,SUP-030
TS-001879,EMP-1431,Employee 1651,Campus D,Library,2026-03-08,25.27,26.19,661.82,Pending,2026-03-11,2026-03-12,SUP-017
TS-001393,EMP-1765,Employee 1912,Campus E,Admissions,2026-01-03,39.1,23.62,923.54,Rejected,2026-01-03,2026-01-06,SUP-028
TS-000465,EMP-1538,Employee 1512,Campus A,Facilities,2026-05-30,17.13,17.51,299.95,Pending,2026-05-31,2026-06-04,SUP-030
TS-001450,EMP-1190,Employee 1228,Campus D,IT Services,2026-03-18,27.07,20.44,553.31,Processing,2026-03-18,2026-03-20,SUP-017
TS-001060,EMP-1503,Employee 1155,Campus D,Facilities,2026-05-08,8.74,27.18,237.55,Pending,2026-05-10,2026-05-12,SUP-001
TS-001548,EMP-1324,Employee 1652,Campus E,Financial Aid,2026-02-07,5.01,7.73,38.73,Rejected,2026-02-09,2026-02-14,SUP-037
TS-000113,EMP-1152,Employee 1157,Campus B,Library,2026-05-25,4.17,28.83,120.22,Rejected,2026-05-25,2026-05-26,SUP-014
TS-002323,EMP-1140,Employee 1557,Campus A,Career Services,2026-02-23,22.6,,,Processing,2026-02-26,2026-03-02,SUP-023
TS-000093,EMP-1392,Employee 1426,Campus B,Career Services,2026-05-15,38.18,19.63,749.47,Approved,2026-05-17,2026-05-18,SUP-025
TS-002483,EMP-1689,Employee 1901,Campus B,Admissions,2026-05-20,4.37,22.41,97.93,Processing,2026-05-23,2026-05-24,SUP-002
TS-002183,EMP-1184,Employee 1075,Campus B,Library,2026-05-29,32.85,29.27,961.52,Pending,2026-05-31,2026-06-05,SUP-009
TS-001034,EMP-1336,Employee 1042,Campus E,Financial Aid,2026-01-16,1.63,26.47,43.15,Rejected,2026-01-18,2026-01-21,SUP-035
TS-000942,EMP-1307,Employee 1759,Campus C,Career Services,2026-02-19,1.9,18.89,35.89,Pending,2026-02-19,2026-02-24,SUP-014
TS-000884,EMP-1094,Employee 1105,Campus E,IT Services,2026-01-27,1.05,12.35,12.97,Pending,2026-01-30,2026-02-01,SUP-028
TS-000587,EMP-1433,Employee 1784,Campus B,Career Services,2026-06-03,13.58,14.44,196.1,Rejected,2026-06-04,2026-06-09,SUP-018
TS-000213,EMP-1725,Employee 1680,Campus C,Career Services,2026-05-17,38.76,26.02,1008.54,Processing,2026-05-20,2026-05-22,SUP-018
TS-000991,EMP-1393,Employee 1099,Campus C,Student Success,2026-06-26,5.74,20.55,117.96,Approved,2026-06-28,2026-06-29,SUP-014
TS-000789,EMP-1363,Employee 1973,Campus C,Registrar,2026-04-07,18.21,18.75,341.44,Processing,2026-04-08,2026-04-12,SUP-010
TS-002199,EMP-1089,Employee 1053,Campus D,Student Success,2026-05-07,3.86,29.79,114.99,Rejected,2026-05-08,2026-05-10,SUP-004
TS-000672,EMP-1792,Employee 1506,Campus E,Library,2026-04-25,7.29,23.77,173.28,Processing,2026-04-28,2026-04-29,SUP-023
TS-000827,EMP-1480,Employee 1684,Campus E,Financial Aid,2026-01-06,28.06,9.4,263.76,Pending,2026-01-09,2026-01-12,SUP-025
TS-001178,EMP-1509,Employee 1571,Campus E,Financial Aid,2026-02-25,5.17,12.78,66.07,Rejected,2026-02-28,2026-03-03,SUP-031
TS-000688,EMP-1377,Employee 1290,Campus B,Career Services,2026-05-11,14.29,21.71,310.24,Approved,2026-05-13,2026-05-18,SUP-002
TS-001667,EMP-1134,Employee 1915,Campus C,IT Services,2026-05-17,30.56,17.52,535.41,Rejected,2026-05-18,2026-05-20,SUP-034
TS-002215,EMP-1379,Employee 1094,Campus B,Facilities,2026-04-10,97.67,19.47,1901.63,Rejected,2026-04-13,2026-04-14,SUP-036
TS-000768,EMP-1279,Employee 1780,Campus E,Career Services,2026-04-05,20.67,24.98,516.34,Processing,2026-04-05,2026-04-06,SUP-029
TS-000707,EMP-1010,Employee 1173,Campus A,Library,2026-02-16,-5.06,9.5,-48.07,Pending,2026-02-16,2026-02-17,SUP-027
TS-001719,EMP-1645,Employee 1274,Campus B,Financial Aid,2026-05-23,18.53,19.11,354.11,Pending,2026-05-24,2026-05-29,SUP-037
TS-000533,EMP-1746,Employee 1663,Campus B,Facilities,2026-05-22,26.77,14.05,376.12,Processing,2026-05-22,2026-05-26,SUP-007
TS-000505,EMP-1277,Employee 1604,Campus D,Library,2026-04-08,17.97,12.06,216.72,Pending,2026-04-11,2026-04-15,SUP-031
TS-001465,EMP-1535,Employee 1830,Campus A,Library,2026-03-04,33.06,13.93,460.53,Approved,2026-03-06,2026-03-11,SUP-004
TS-000977,EMP-1076,Employee 1876,Campus B,Facilities,2026-04-02,10.53,24.11,253.88,Processing,2026-04-05,2026-04-06,SUP-024
TS-001794,EMP-1335,Employee 1229,Campus B,Career Services,2026-06-25,39.64,9.29,368.26,Approved,2026-06-25,2026-06-27,SUP-031
TS-000226,EMP-1233,Employee 1014,Campus C,Financial Aid,2026-01-11,20.76,21.55,447.38,Processing,2026-01-11,2026-01-15,SUP-028
TS-002427,EMP-1112,Employee 1251,Campus A,Career Services,2026-04-11,27.51,17.3,475.92,Processing,2026-04-14,2026-04-19,SUP-031
TS-000286,EMP-1559,Employee 1933,Campus B,Facilities,2026-06-03,10.84,25.57,277.18,Rejected,2026-06-03,2026-06-05,SUP-018
TS-001819,EMP-1397,Employee 1331,Campus D,Financial Aid,2026-02-19,5.35,27.98,149.69,Approved,2026-02-22,2026-02-23,SUP-023
TS-000753,EMP-1345,Employee 1763,Campus C,Financial Aid,2026-06-30,36.58,7.44,272.16,Rejected,2026-07-01,2026-07-06,SUP-019
TS-002272,EMP-1296,Employee 1788,Campus E,Student Success,2026-03-17,32.27,26.21,845.8,Pending,2026-03-17,2026-03-19,SUP-034
TS-002036,EMP-1257,Employee 1450,Campus D,Financial Aid,2026-06-12,33.18,7.82,259.47,Approved,2026-06-14,2026-06-18,SUP-022
TS-000913,EMP-1397,Employee 1043,Campus E,Admissions,2026-03-04,34.27,13.86,474.98,Pending,2026-03-04,2026-03-06,SUP-037
TS-001542,EMP-1290,Employee 1111,Campus D,Student Success,2026-04-19,9.22,19.18,176.84,Rejected,2026-04-20,2026-04-25,SUP-019
TS-002361,EMP-1542,Employee 1925,Campus A,Facilities,2026-04-09,9.11,10.25,93.38,Approved,2026-04-11,2026-04-16,SUP-019
TS-001665,EMP-1241,Employee 1822,Campus C,Career Services,2026-05-20,15.41,23.22,357.82,Processing,2026-05-20,2026-05-22,SUP-010
TS-000841,EMP-1690,Employee 1353,Campus E,Registrar,2026-05-03,1.37,18.93,25.93,Pending,2026-05-04,2026-05-07,SUP-009
TS-000168,EMP-1018,Employee 1140,Campus B,Career Services,2026-02-08,20.72,15.74,326.13,Processing,2026-02-08,2026-02-10,SUP-032
TS-001919,EMP-1728,Employee 1979,Campus D,Career Services,2026-04-28,38.83,16.78,651.57,Pending,2026-04-28,2026-05-01,SUP-035
TS-001535,EMP-1548,Employee 1299,Campus B,Financial Aid,2026-04-12,33.68,20.59,693.47,Processing,2026-04-15,2026-04-18,SUP-013
TS-001799,EMP-1748,Employee 1061,Campus C,IT Services,2026-03-07,18.2,17.07,310.67,Pending,2026-03-09,2026-03-10,SUP-020
TS-002492,EMP-1493,Employee 1697,Campus E,Financial Aid,2026-06-22,34.62,17.09,591.66,Pending,2026-06-23,2026-06-24,SUP-039
TS-001806,EMP-1006,Employee 1828,Campus B,Career Services,2026-01-21,20.48,7.89,161.59,Rejected,2026-01-23,2026-01-28,SUP-024
TS-001814,EMP-1072,Employee 1735,Campus A,Student Success,2026-05-26,26.65,17.67,470.91,Approved,2026-05-29,2026-05-31,SUP-002
TS-000139,EMP-1116,Employee 1656,Campus E,Student Success,2026-02-04,8.52,9.81,83.58,Pending,2026-02-07,2026-02-10,SUP-030
TS-001952,EMP-1233,Employee 1361,Campus B,Student Success,2026-05-20,1.38,26.07,35.98,Processing,2026-05-23,2026-05-25,SUP-012
